Tax_per_unit_vol,GTO_per_unit_vol,segment,sub_segment,Brand,Sub_Brand,Pack_Type,province,Discount_Total,Premium,Tier 1,Tier 2,RETURNABLE
25.479166666666668,294.16666666666663,Entertainment Led,Events,JUPILER,JUPILER PILS,BOTTLE,Brussels Capital Region,0.0,0,0,0,1
5.166666666666667,347.0,Institutional,Institutional,JUPILER,"JUPILER 0,0",BOTTLE,Antwerp,6.15,0,0,1,1
25.444444444444446,294.1666666666667,Institutional,Institutional,JUPILER,JUPILER PILS,BOTTLE,Antwerp,29.02,0,0,1,1
25.395424836601304,453.3333333333333,Drink Led,Bar,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,East Flanders,418.82,0,0,1,1
25.462962962962962,302.8333333333333,Drink Led,Bar,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,East Flanders,95.84,0,0,1,1
5.166666666666667,347.0,Drink Led,Bar,JUPILER,"JUPILER 0,0",BOTTLE,East Flanders,98.42,0,0,1,1
25.461675579322637,294.1648841354724,Drink Led,Bar,JUPILER,JUPILER PILS,BOTTLE,East Flanders,923.58,0,0,1,1
33.528898582333696,388.85932388222466,Drink Led,Bar,LEFFE,LEFFE BLONDE,BOTTLE,East Flanders,521.42,0,0,1,1
33.507934278893416,388.51284931891587,Drink Led,Bar,LEFFE,LEFFE BRUNE,BOTTLE,East Flanders,809.09,0,0,1,1
25.333333333333336,294.16666666666663,Institutional,Institutional,JUPILER,JUPILER PILS,BOTTLE,Antwerp,0.0,0,0,1,1
33.54430379746835,389.1139240506329,Entertainment Led,Events,LEFFE,LEFFE BRUNE,BOTTLE,West Flanders,0.0,0,0,1,1
24.033333333333335,283.33333333333337,Entertainment Led,Events,HOEGAARDEN,HOEGAARDEN WHITE,KEG,West Flanders,0.0,0,0,1,1
24.052307692307693,254.28,Entertainment Led,Events,JUPILER,JUPILER PILS,KEG,West Flanders,0.0,0,0,1,1
13.670886075949367,315.6962025316456,Entertainment Led,Events,JUPILER,"JUPILER 0,0",CAN,Flemish Brabant,0.0,0,1,0,0
24.052083333333336,227.9979166666667,Entertainment Led,Events,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,Flemish Brabant,0.0,0,1,0,1
25.5,285.8333333333333,Institutional,Institutional,STELLA ARTOIS,STELLA ARTOIS REGULAR,BOTTLE,Antwerp,0.0,0,1,0,1
25.48148148148148,294.16666666666663,Institutional,Institutional,JUPILER,JUPILER PILS,BOTTLE,East Flanders,14.5,0,1,0,1
41.57323688969259,417.2151898734178,Institutional,Institutional,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,East Flanders,0.0,0,1,0,1
5.166666666666667,347.0,Institutional,Institutional,JUPILER,"JUPILER 0,0",BOTTLE,East Flanders,6.15,0,0,1,1
25.476190476190474,294.1666666666667,Institutional,Institutional,JUPILER,JUPILER PILS,BOTTLE,East Flanders,16.92,0,0,1,1
24.05,258.9333333333334,Institutional,Institutional,JUPILER,JUPILER PILS,KEG,East Flanders,21.14,0,0,1,1
32.07222222222222,368.73333333333335,Institutional,Institutional,LEFFE,LEFFE BLONDE,KEG,East Flanders,90.9,0,0,1,1
32.07142857142857,368.73333333333335,Institutional,Institutional,LEFFE,LEFFE BRUNE,KEG,East Flanders,106.05,0,0,1,1
25.333333333333336,285.8333333333333,Entertainment Led,Events,STELLA ARTOIS,STELLA ARTOIS REGULAR,BOTTLE,Flemish Brabant,2.34,0,1,0,1
41.518987341772146,417.2151898734177,Entertainment Led,Events,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,Flemish Brabant,1.67,0,1,0,1
25.466666666666665,294.1666666666667,Entertainment Led,Events,JUPILER,JUPILER PILS,BOTTLE,West Flanders,0.0,0,0,1,1
33.912363067292645,461.0328638497653,Food Led,Restaurant,CORONA,CORONA EXTRA,BOTTLE,Antwerp,125.55,0,0,1,0
13.611111111111109,314.8989898989899,Food Led,Restaurant,JUPILER,"JUPILER 0,0",CAN,Antwerp,27.44,0,0,1,0
33.888888888888886,339.14141414141415,Food Led,Restaurant,JUPILER,JUPILER PILS,CAN,Antwerp,27.8,0,0,1,0
33.90151515151515,307.32323232323233,Food Led,Restaurant,STELLA ARTOIS,STELLA ARTOIS REGULAR,CAN,Antwerp,99.6,0,0,1,0
25.466666666666665,302.8333333333333,Food Led,Restaurant,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,Antwerp,19.14,0,0,1,1
5.149425287356323,345.0574712643678,Food Led,Restaurant,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,BOTTLE,Antwerp,68.1,0,0,1,1
25.462585034013607,285.83333333333337,Food Led,Restaurant,STELLA ARTOIS,STELLA ARTOIS REGULAR,BOTTLE,Antwerp,880.32,0,0,1,1
41.58227848101266,417.2151898734177,Food Led,Restaurant,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,Antwerp,13.65,0,0,1,1
20.04090909090909,366.34999999999997,Food Led,Restaurant,HOEGAARDEN,HOEGAARDEN ROSEE,KEG,Antwerp,127.44,0,0,1,1
32.06666666666666,368.73333333333335,Food Led,Restaurant,LEFFE,LEFFE BLONDE,KEG,Antwerp,92.92,0,0,1,1
24.05137844611529,263.10877192982457,Food Led,Restaurant,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,Antwerp,3629.46,0,0,1,1
25.416666666666668,453.3333333333333,Drink Led,Bar,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,West Flanders,8.72,0,0,1,1
25.5,302.83333333333337,Drink Led,Bar,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,West Flanders,2.83,0,0,1,1
5.166666666666667,347.0,Drink Led,Bar,JUPILER,"JUPILER 0,0",BOTTLE,West Flanders,3.48,0,0,1,1
25.48148148148148,285.8333333333333,Drink Led,Bar,STELLA ARTOIS,STELLA ARTOIS REGULAR,BOTTLE,West Flanders,23.9,0,0,1,1
24.033333333333335,283.33333333333337,Drink Led,Bar,HOEGAARDEN,HOEGAARDEN WHITE,KEG,West Flanders,13.22,0,0,1,1
24.05189189189189,261.34,Drink Led,Bar,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,West Flanders,645.43,0,0,1,1
25.5,302.83333333333337,Institutional,Institutional,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,East Flanders,6.66,0,0,1,1
5.166666666666667,347.0,Institutional,Institutional,JUPILER,"JUPILER 0,0",BOTTLE,East Flanders,2.05,0,0,1,1
33.39622641509434,386.66666666666663,Institutional,Institutional,LEFFE,LEFFE BLONDE,BOTTLE,East Flanders,5.62,0,0,1,1
5.063291139240507,380.0,Institutional,Institutional,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,BOTTLE,East Flanders,2.96,0,0,1,1
24.052083333333336,242.75000000000003,Institutional,Institutional,JUPILER,JUPILER PILS,KEG,East Flanders,105.7,0,0,1,1
32.06666666666666,368.73333333333335,Institutional,Institutional,LEFFE,LEFFE BRUNE,KEG,East Flanders,20.2,0,0,1,1
24.0525,261.34,Institutional,Institutional,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,East Flanders,94.92,0,0,1,1
36.06666666666667,370.6,Institutional,Institutional,TRIPEL KARMELIET,TRIPEL KARMELIET,KEG,East Flanders,20.08,0,0,1,1
25.462962962962962,294.16666666666663,Institutional,Institutional,JUPILER,JUPILER PILS,BOTTLE,East Flanders,0.0,0,0,1,1
25.5,453.3333333333333,Entertainment Led,Events,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,Flemish Brabant,0.0,0,0,1,1
